name,brand,categoryId,categoryName,weight,dimensions,stockQuantity,minStockLevel,rating,reviewCount,salesCount,viewCount,isFeatured,isOnSale,isRentable,rentalPricePerDay,tags,imagesCount,competitorPrice,supplierCost,shippingCost,price
Stansport nature 2109,Stansport,8,nature,2.08,50x29x23,15,20,4.1,49,693,11781,False,False,False,0.0,"[""solo""]",5,110.47,33.34,9.46,121.69
Wakeman sport 2110,Wakeman,4,sport,1.08,18x23x28,185,21,2.6,212,145,2900,False,False,False,0.0,"[""backpacking"", ""lightweight""]",8,151.28,38.98,9.47,141.85
Coleman Tents 2111,Coleman,1,Tents,5.64,261x236x149,85,9,5.0,131,1,7,False,False,False,0.0,"[""windproof""]",5,483.01,148.66,19.94,489.58
Teton Sports nature 2112,Teton Sports,8,nature,2.93,10x39x19,63,21,4.0,30,164,2132,False,True,False,0.0,"[""hiking"", ""UV-resistant"", ""4-season"", ""waterproof""]",5,127.92,29.89,12.56,100.13
Coleman day 2113,Coleman,7,day,1.94,31x31x14,85,9,4.7,3,309,2472,False,False,False,0.0,"[""solo"", ""compact"", ""4-season"", ""UV-resistant""]",5,100.89,35.58,11.43,115.25
Ozark Trail night 2114,Ozark Trail,6,night,0.95,16x20x29,116,13,4.5,24,16,272,False,True,False,0.0,"[""hiking""]",2,51.15,16.53,9.63,46.68
Ozark Trail sport 2115,Ozark Trail,4,sport,1.11,26x23x25,142,21,2.9,152,197,2364,False,False,False,0.0,"[""4-season"", ""UV-resistant"", ""solo"", ""compact""]",7,143.54,35.64,5.18,132.0
Teton Sports camp 2116,Teton Sports,3,camp,1.98,20x23x9,22,20,3.5,43,1143,20574,True,False,True,12.48,"[""windproof"", ""eco-friendly"", ""durable""]",4,183.16,47.57,9.06,195.39
The North Face night 2117,The North Face,6,night,0.7,12x28x7,13,5,4.1,27,56,336,False,True,False,0.0,"[""family""]",1,144.61,63.85,8.07,115.57
Marmot outdoor 2118,Marmot,2,outdoor,0.21,41x33x14,79,29,3.5,38,725,10875,False,False,False,0.0,"[""compact"", ""foldable""]",3,0.0,51.76,7.9,172.12
Wakeman Tents 2119,Wakeman,1,Tents,7.3,250x245x199,87,17,3.3,217,14,126,False,False,False,0.0,"[""hiking""]",2,234.45,80.78,25.33,276.05
Stansport Tents 2120,Stansport,1,Tents,2.11,253x215x131,192,14,3.6,18,250,4250,False,False,False,0.0,"[""family"", ""4-season"", ""windproof"", ""backpacking""]",5,301.58,80.38,10.07,280.56
Quechua day 2121,Quechua,7,day,1.71,10x15x21,172,16,2.9,41,314,5652,False,False,False,0.0,"[""hiking""]",6,98.93,45.56,10.87,107.76
Stansport sport 2122,Stansport,4,sport,2.38,43x33x30,87,10,4.6,95,304,6080,False,False,False,0.0,"[""UV-resistant"", ""solo"", ""4-season""]",4,142.32,43.61,12.69,146.01
Patagonia Tents 2123,Patagonia,1,Tents,7.78,291x187x175,186,27,3.5,44,41,533,False,False,True,54.4,"[""ultralight"", ""UV-resistant"", ""eco-friendly""]",5,731.12,272.39,31.35,708.47
Wakeman night 2124,Wakeman,6,night,1.33,50x34x17,127,28,3.6,235,193,3474,False,False,False,0.0,"[""family"", ""compact""]",5,0.0,12.47,12.04,55.09
MSR nature 2125,MSR,8,nature,2.43,38x27x14,169,14,4.5,55,111,1221,False,True,False,0.0,"[""waterproof""]",3,0.0,129.61,13.45,273.84
Teton Sports camp 2126,Teton Sports,3,camp,1.2,21x19x21,97,23,3.9,133,605,4235,False,True,True,12.48,"[""UV-resistant""]",2,0.0,44.77,8.26,162.28
Quechua Tents 2127,Quechua,1,Tents,6.89,298x207x136,144,11,4.1,66,432,8640,False,True,False,0.0,"[""compact""]",5,417.61,173.29,19.56,370.54
The North Face indoor 2128,The North Face,5,indoor,0.89,44x33x30,177,25,4.3,11,77,1463,True,False,False,0.0,"[""ultralight"", ""solo"", ""backpacking""]",5,182.94,80.94,7.86,194.93
Teton Sports night 2129,Teton Sports,6,night,0.27,42x12x15,53,13,2.6,47,2,40,False,False,False,0.0,"[""lightweight"", ""compact""]",5,47.41,14.5,3.05,50.59
Ozark Trail nature 2130,Ozark Trail,8,nature,0.35,35x39x9,196,17,3.8,136,133,1463,False,False,False,0.0,"[""compact""]",4,131.14,28.89,5.79,136.39
Osprey camp 2131,Osprey,3,camp,1.22,40x26x24,182,30,3.5,97,936,12168,False,False,False,0.0,"[""foldable"", ""backpacking"", ""waterproof""]",4,268.8,93.9,9.95,312.23
Teton Sports nature 2132,Teton Sports,8,nature,2.92,27x18x8,126,26,4.8,60,153,3060,False,True,False,0.0,"[""durable"", ""eco-friendly"", ""lightweight"", ""car-camping""]",4,0.0,30.21,12.43,104.75
Osprey night 2133,Osprey,6,night,1.14,38x37x30,134,22,4.9,28,40,360,False,False,False,0.0,"[""4-season"", ""backpacking"", ""family""]",8,84.89,26.0,10.17,92.43
Quechua outdoor 2134,Quechua,2,outdoor,1.76,37x33x8,49,19,4.1,147,134,1608,False,True,False,0.0,"[""UV-resistant"", ""hiking"", ""lightweight""]",7,176.09,63.74,8.88,143.84
Wakeman night 2135,Wakeman,6,night,0.34,17x30x9,5,15,2.6,17,276,2208,False,False,False,0.0,"[""waterproof"", ""eco-friendly"", ""UV-resistant"", ""solo""]",4,55.72,14.52,6.38,56.35
Wakeman Tents 2136,Wakeman,1,Tents,7.27,263x223x186,24,30,4.5,5,159,1749,False,True,False,0.0,"[""foldable"", ""windproof""]",7,266.4,84.18,22.06,226.47
MSR camp 2137,MSR,3,camp,1.4,29x37x25,81,14,3.5,110,527,10540,False,True,False,0.0,"[""solo"", ""backpacking"", ""durable"", ""ultralight""]",5,449.16,173.73,9.56,436.04
Patagonia indoor 2138,Patagonia,5,indoor,1.19,19x34x20,168,19,4.0,118,11,187,False,False,False,0.0,"[""waterproof"", ""durable"", ""foldable""]",2,186.48,88.36,7.91,187.8
Osprey night 2139,Osprey,6,night,0.11,11x40x11,170,7,4.6,218,540,6480,False,False,False,0.0,"[""eco-friendly""]",7,77.79,29.9,2.89,86.88
MSR nature 2140,MSR,8,nature,2.52,15x33x15,90,6,5.0,147,108,2160,False,False,False,0.0,"[""compact"", ""hiking"", ""eco-friendly"", ""waterproof""]",5,335.1,128.14,13.42,327.88
Coleman sport 2141,Coleman,4,sport,1.68,18x28x25,0,20,5.0,13,9,63,False,False,False,0.0,"[""solo"", ""foldable"", ""backpacking"", ""ultralight""]",8,231.09,80.56,9.62,213.31
Patagonia indoor 2142,Patagonia,5,indoor,0.14,29x32x20,0,25,4.4,234,82,1230,False,False,False,0.0,"[""eco-friendly"", ""foldable"", ""4-season"", ""lightweight""]",1,193.36,83.26,3.86,191.88
Patagonia day 2143,Patagonia,7,day,0.52,10x40x20,56,27,4.6,211,260,3900,False,False,False,0.0,"[""4-season"", ""car-camping"", ""durable""]",2,0.0,83.21,4.02,197.95
MSR day 2144,MSR,7,day,0.77,37x37x19,147,6,3.9,87,727,4362,False,False,False,0.0,"[""ultralight""]",6,149.96,65.53,8.38,200.71
Coleman Tents 2145,Coleman,1,Tents,4.38,249x162x170,168,19,2.8,3,62,1178,False,False,False,0.0,"[""backpacking"", ""waterproof"", ""durable"", ""eco-friendly""]",5,0.0,158.14,13.91,391.23
Patagonia day 2146,Patagonia,7,day,0.13,23x24x16,154,24,4.7,142,436,3924,False,False,False,0.0,"[""family"", ""eco-friendly""]",7,169.4,79.44,5.42,183.91
Ozark Trail day 2147,Ozark Trail,7,day,0.46,30x18x20,114,15,4.2,61,0,0,False,False,False,0.0,"[""UV-resistant""]",6,69.27,20.01,7.38,63.92
Patagonia Tents 2148,Patagonia,1,Tents,2.48,202x190x168,194,10,4.5,22,70,770,False,False,False,0.0,"[""family""]",5,752.19,320.49,8.01,795.11
Coleman day 2149,Coleman,7,day,1.61,36x30x12,164,20,4.8,26,63,504,False,True,False,0.0,"[""solo""]",2,118.01,34.58,9.15,103.52
Patagonia sport 2150,Patagonia,4,sport,2.92,37x33x14,93,14,4.7,56,602,4214,True,False,False,0.0,"[""family""]",5,345.39,149.28,9.91,421.61
Quechua Tents 2151,Quechua,1,Tents,7.4,287x191x155,84,30,4.2,35,413,2891,True,False,False,0.0,"[""durable""]",1,0.0,161.23,22.02,526.58
Teton Sports Tents 2152,Teton Sports,1,Tents,1.97,287x188x177,173,13,3.8,64,509,9162,True,False,False,0.0,"[""lightweight"", ""UV-resistant"", ""backpacking"", ""eco-friendly""]",3,273.75,87.09,11.26,299.43
Marmot Tents 2153,Marmot,1,Tents,6.34,241x273x122,12,14,4.7,3,1246,24920,False,True,False,0.0,"[""backpacking"", ""foldable"", ""compact"", ""durable""]",1,453.93,153.97,19.45,563.0
Black Diamond Tents 2154,Black Diamond,1,Tents,2.1,233x175x178,93,13,2.6,38,49,343,True,False,False,0.0,"[""compact"", ""backpacking"", ""hiking""]",6,741.33,292.01,10.11,667.14
MSR sport 2155,MSR,4,sport,0.8,41x32x29,153,20,5.0,70,265,1855,False,True,False,0.0,"[""4-season"", ""backpacking""]",1,0.0,171.57,5.12,390.85
Teton Sports night 2156,Teton Sports,6,night,1.02,43x30x5,108,8,3.3,47,542,5420,False,False,False,0.0,"[""lightweight"", ""ultralight""]",2,49.84,13.8,5.48,52.12
Wakeman night 2157,Wakeman,6,night,1.04,23x25x16,103,5,4.6,61,326,6520,False,False,False,0.0,"[""eco-friendly"", ""ultralight"", ""4-season""]",4,55.8,13.84,6.85,52.34
Black Diamond nature 2158,Black Diamond,8,nature,2.95,37x20x18,42,10,2.8,122,150,2250,False,True,False,0.0,"[""eco-friendly"", ""foldable"", ""backpacking""]",1,328.14,122.03,9.58,254.92
Black Diamond nature 2159,Black Diamond,8,nature,2.6,49x38x14,4,6,4.7,215,144,2304,True,False,False,0.0,"[""eco-friendly"", ""car-camping"", ""4-season""]",8,0.0,126.23,10.73,370.62
Ozark Trail camp 2160,Ozark Trail,3,camp,1.54,33x37x21,188,19,3.4,104,6,96,False,False,True,12.48,"[""compact"", ""UV-resistant""]",4,0.0,50.06,10.3,160.67
The North Face day 2161,The North Face,7,day,0.36,15x21x11,90,9,3.8,168,224,3584,False,False,False,0.0,"[""solo"", ""windproof"", ""waterproof"", ""lightweight""]",8,166.84,67.52,6.93,167.67
Black Diamond Tents 2162,Black Diamond,1,Tents,6.42,256x270x101,73,21,4.6,212,198,1584,False,False,False,0.0,"[""ultralight""]",1,753.19,338.24,22.81,743.15
Black Diamond night 2163,Black Diamond,6,night,1.19,41x35x29,45,17,3.8,129,85,595,False,False,False,0.0,"[""foldable"", ""UV-resistant"", ""solo"", ""ultralight""]",5,0.0,65.97,8.2,138.33
Quechua indoor 2164,Quechua,5,indoor,0.12,34x13x11,98,21,2.8,183,725,10875,False,True,False,0.0,"[""eco-friendly"", ""4-season"", ""durable""]",1,122.65,46.54,7.05,101.66
Patagonia nature 2165,Patagonia,8,nature,1.86,19x29x9,11,7,3.9,90,452,7684,False,False,False,0.0,"[""car-camping"", ""foldable""]",7,350.14,139.28,8.62,359.22
Teton Sports camp 2166,Teton Sports,3,camp,4.36,31x30x25,3,29,3.8,11,275,4675,False,True,False,0.0,"[""solo""]",7,143.01,50.94,9.81,133.44
Quechua camp 2167,Quechua,3,camp,3.51,10x24x8,157,14,4.1,13,60,1020,False,True,True,20.8,"[""eco-friendly"", ""waterproof"", ""car-camping"", ""lightweight""]",3,308.93,100.17,16.12,217.87
Stansport sport 2168,Stansport,4,sport,2.18,41x14x29,199,8,3.5,36,169,2028,False,False,False,0.0,"[""eco-friendly"", ""windproof""]",4,144.41,36.77,10.74,135.72
Marmot camp 2169,Marmot,3,camp,5.74,25x11x29,126,23,4.6,56,60,1200,False,False,False,0.0,"[""ultralight"", ""car-camping"", ""family""]",8,266.89,106.97,14.97,290.61
Quechua nature 2170,Quechua,8,nature,0.53,15x32x27,131,12,4.9,68,304,5168,False,False,False,0.0,"[""family"", ""backpacking"", ""4-season"", ""durable""]",2,0.0,62.32,3.8,244.66
MSR outdoor 2171,MSR,2,outdoor,0.27,21x32x12,158,9,4.9,32,434,6944,False,False,True,19.84,"[""family""]",8,249.67,117.83,2.9,297.96
Ozark Trail night 2172,Ozark Trail,6,night,0.33,46x13x5,20,23,3.9,45,198,1386,False,False,False,0.0,"[""4-season"", ""hiking"", ""lightweight"", ""car-camping""]",6,42.99,14.03,4.08,53.33
Patagonia sport 2173,Patagonia,4,sport,0.97,23x31x19,17,6,4.8,29,26,130,False,False,False,0.0,"[""lightweight""]",3,315.87,146.62,9.1,400.29
Teton Sports Tents 2174,Teton Sports,1,Tents,3.3,218x275x120,152,6,4.1,7,770,5390,False,True,False,0.0,"[""UV-resistant""]",5,0.0,79.17,11.72,252.58
The North Face night 2175,The North Face,6,night,1.07,30x12x6,111,14,4.2,35,269,1345,False,False,False,0.0,"[""foldable"", ""4-season"", ""hiking"", ""windproof""]",5,110.02,64.29,5.8,139.1
Patagonia day 2176,Patagonia,7,day,1.9,47x36x30,92,9,3.7,144,13,78,False,False,False,0.0,"[""windproof""]",5,168.86,66.54,6.44,178.75
Osprey Tents 2177,Osprey,1,Tents,3.05,228x175x175,86,15,3.3,0,67,737,False,False,False,0.0,"[""backpacking"", ""family"", ""ultralight""]",1,438.22,164.57,10.23,434.1
The North Face Tents 2178,The North Face,1,Tents,1.78,300x154x128,26,23,4.5,255,285,3990,False,False,False,0.0,"[""windproof""]",5,671.14,325.59,7.65,757.65
Quechua night 2179,Quechua,6,night,0.33,34x21x8,99,24,3.8,2,84,1176,False,False,False,0.0,"[""waterproof"", ""lightweight""]",1,71.93,26.73,6.44,81.74
Stansport day 2180,Stansport,7,day,1.94,16x38x17,124,25,2.5,170,161,1288,False,True,False,0.0,"[""backpacking"", ""compact"", ""solo"", ""waterproof""]",3,71.52,16.75,12.19,52.69
Wakeman camp 2181,Wakeman,3,camp,3.46,10x18x22,50,20,4.1,41,63,882,False,False,True,12.48,"[""waterproof"", ""4-season""]",2,175.44,50.22,16.58,174.85
Black Diamond Tents 2182,Black Diamond,1,Tents,3.14,237x243x174,58,16,3.5,58,716,10740,False,False,True,54.4,"[""family"", ""solo"", ""ultralight"", ""lightweight""]",6,605.37,332.18,15.51,772.19
Ozark Trail Tents 2183,Ozark Trail,1,Tents,6.17,288x185x175,37,13,4.9,190,39,234,False,False,False,0.0,"[""eco-friendly"", ""backpacking""]",4,298.63,73.06,22.9,323.04
Wakeman day 2184,Wakeman,7,day,0.71,38x19x8,144,20,2.7,61,634,3170,False,True,False,0.0,"[""windproof"", ""ultralight""]",1,63.3,19.72,7.49,53.45
The North Face day 2185,The North Face,7,day,0.48,46x21x14,43,7,2.9,5,97,1552,False,False,False,0.0,"[""car-camping"", ""waterproof""]",8,153.76,79.19,7.36,143.98
Coleman night 2186,Coleman,6,night,0.96,49x33x17,99,24,4.2,31,870,6960,False,False,False,0.0,"[""ultralight"", ""eco-friendly""]",2,80.48,29.04,7.82,94.66
Ozark Trail Tents 2187,Ozark Trail,1,Tents,2.39,245x247x121,166,15,2.9,89,53,954,False,False,False,0.0,"[""hiking"", ""family"", ""backpacking"", ""car-camping""]",1,281.09,66.42,11.9,239.85
Quechua indoor 2188,Quechua,5,indoor,0.68,47x28x10,166,21,2.6,53,402,2814,False,False,False,0.0,"[""UV-resistant""]",7,104.78,44.46,7.59,111.94
The North Face outdoor 2189,The North Face,2,outdoor,1.63,44x34x8,160,23,2.9,88,40,640,False,False,True,19.84,"[""solo"", ""windproof"", ""durable"", ""lightweight""]",1,226.92,123.6,7.5,253.17
MSR night 2190,MSR,6,night,1.29,24x27x21,154,14,3.8,233,42,462,False,False,False,0.0,"[""eco-friendly"", ""waterproof""]",1,109.47,54.82,6.57,124.2
Stansport outdoor 2191,Stansport,2,outdoor,2.63,39x11x24,118,16,3.6,216,381,7620,False,False,False,0.0,"[""durable""]",8,106.54,28.58,13.75,109.94
Coleman indoor 2192,Coleman,5,indoor,1.98,50x20x28,6,30,3.4,112,74,962,False,False,False,0.0,"[""ultralight"", ""lightweight"", ""eco-friendly""]",6,109.09,36.15,9.25,123.16
Osprey day 2193,Osprey,7,day,1.17,12x16x26,153,25,3.6,117,32,480,False,False,False,0.0,"[""ultralight"", ""backpacking"", ""eco-friendly""]",2,95.4,36.07,5.7,100.79
Quechua Tents 2194,Quechua,1,Tents,1.91,256x248x188,174,22,3.5,262,662,9930,False,True,False,0.0,"[""4-season"", ""durable""]",2,458.22,148.59,10.95,439.59
The North Face day 2195,The North Face,7,day,0.4,44x11x7,149,11,4.8,58,185,1295,True,False,False,0.0,"[""backpacking"", ""ultralight""]",2,157.52,70.34,5.86,188.32
Black Diamond indoor 2196,Black Diamond,5,indoor,0.33,11x24x11,88,13,3.2,30,260,2860,False,False,False,0.0,"[""backpacking"", ""hiking"", ""4-season""]",8,190.77,75.95,5.35,180.27
Black Diamond nature 2197,Black Diamond,8,nature,2.81,16x34x17,30,21,4.3,79,360,5040,False,False,False,0.0,"[""lightweight"", ""compact""]",6,0.0,144.93,10.39,377.78
Marmot camp 2198,Marmot,3,camp,3.37,16x22x16,163,18,3.5,99,16,320,False,True,False,0.0,"[""backpacking"", ""car-camping"", ""foldable""]",1,270.78,101.89,9.73,242.22
Wakeman Tents 2199,Wakeman,1,Tents,5.86,259x202x133,17,27,4.5,24,83,1079,False,False,False,0.0,"[""hiking"", ""lightweight""]",7,263.77,71.48,26.74,298.3
Ozark Trail Tents 2200,Ozark Trail,1,Tents,4.86,243x151x183,51,12,3.6,52,653,11754,True,False,False,0.0,"[""family""]",1,234.73,69.39,22.72,312.65
Coleman sport 2201,Coleman,4,sport,2.45,40x30x9,102,27,3.9,8,193,1351,False,False,False,0.0,"[""UV-resistant"", ""ultralight""]",3,243.69,87.22,10.79,232.59
Stansport nature 2202,Stansport,8,nature,0.78,35x25x7,142,18,4.5,383,441,3528,True,False,False,0.0,"[""ultralight""]",1,130.58,34.1,6.76,138.66
Black Diamond sport 2203,Black Diamond,4,sport,1.79,10x20x27,185,5,3.8,21,158,1106,False,False,False,0.0,"[""car-camping"", ""UV-resistant"", ""lightweight""]",4,311.65,138.76,10.04,331.35
Marmot outdoor 2204,Marmot,2,outdoor,1.94,45x38x9,44,30,3.7,121,442,3094,False,False,False,0.0,"[""eco-friendly""]",3,182.84,60.7,12.44,164.02
Wakeman nature 2205,Wakeman,8,nature,1.86,20x30x14,70,21,4.9,55,278,2224,False,False,False,0.0,"[""waterproof"", ""backpacking""]",7,103.79,30.75,11.21,134.0
Wakeman outdoor 2206,Wakeman,2,outdoor,2.98,14x37x9,172,22,2.7,65,199,3582,False,False,True,7.44,"[""backpacking"", ""waterproof"", ""lightweight"", ""family""]",1,97.8,30.56,12.1,89.11
Coleman indoor 2207,Coleman,5,indoor,0.9,14x25x12,9,30,3.6,134,234,2340,False,False,False,0.0,"[""car-camping"", ""compact"", ""UV-resistant"", ""hiking""]",3,99.43,38.21,7.18,112.49
Osprey nature 2208,Osprey,8,nature,1.91,33x34x20,180,14,4.9,11,435,2175,False,False,False,0.0,"[""hiking""]",2,193.34,73.47,6.53,209.69
Teton Sports day 2209,Teton Sports,7,day,1.38,40x24x20,106,27,3.9,58,35,420,False,False,False,0.0,"[""solo"", ""ultralight"", ""UV-resistant""]",8,73.53,18.76,8.6,68.47
Teton Sports night 2210,Teton Sports,6,night,0.85,49x38x17,86,6,2.8,217,60,780,False,False,False,0.0,"[""ultralight"", ""eco-friendly""]",5,45.7,15.18,10.11,45.84
Coleman camp 2211,Coleman,3,camp,0.84,35x34x8,46,28,3.2,38,474,2370,False,False,False,0.0,"[""UV-resistant""]",1,292.84,87.55,7.17,268.61
Osprey sport 2212,Osprey,4,sport,1.12,37x29x22,195,5,4.3,48,56,616,False,False,False,0.0,"[""lightweight"", ""compact"", ""4-season""]",7,198.84,88.86,10.26,228.44
Quechua night 2213,Quechua,6,night,0.96,23x31x7,134,12,4.6,12,283,1415,False,False,False,0.0,"[""durable"", ""eco-friendly""]",3,88.31,31.25,5.22,85.09
The North Face indoor 2214,The North Face,5,indoor,1.81,45x12x5,93,26,2.9,66,376,7520,False,True,False,0.0,"[""car-camping"", ""hiking"", ""ultralight""]",8,165.42,67.32,10.36,147.47
Quechua Tents 2215,Quechua,1,Tents,7.72,208x237x124,80,7,3.5,180,1073,16095,False,False,False,0.0,"[""windproof"", ""lightweight"", ""hiking"", ""compact""]",8,472.27,151.03,16.79,498.2
Marmot day 2216,Marmot,7,day,1.24,39x20x30,75,16,2.6,156,34,340,False,False,False,0.0,"[""windproof"", ""durable"", ""backpacking"", ""solo""]",5,117.15,42.32,4.59,106.22
The North Face day 2217,The North Face,7,day,0.14,47x22x17,68,28,3.5,0,175,1925,False,True,False,0.0,"[""durable"", ""foldable"", ""UV-resistant""]",1,0.0,68.67,5.73,166.41
Ozark Trail outdoor 2218,Ozark Trail,2,outdoor,0.16,34x13x23,132,12,3.7,3,235,3525,False,False,True,7.44,"[""eco-friendly"", ""foldable""]",8,89.91,27.22,4.15,97.25
MSR Tents 2219,MSR,1,Tents,7.63,277x157x105,5,20,2.9,75,609,6699,False,False,True,54.4,"[""solo"", ""windproof"", ""backpacking""]",3,780.27,266.54,20.68,684.13
Marmot night 2220,Marmot,6,night,1.0,13x19x8,33,12,3.5,86,170,3400,False,True,False,0.0,"[""foldable"", ""lightweight"", ""compact"", ""eco-friendly""]",7,0.0,34.42,9.38,69.6
Osprey nature 2221,Osprey,8,nature,2.04,47x23x20,124,15,3.7,26,14,238,False,False,False,0.0,"[""backpacking"", ""ultralight"", ""UV-resistant"", ""lightweight""]",6,213.6,73.33,12.41,190.79
Teton Sports nature 2222,Teton Sports,8,nature,0.94,45x39x28,7,21,5.0,88,595,5355,False,False,False,0.0,"[""UV-resistant"", ""family"", ""ultralight""]",3,0.0,28.54,7.95,146.93
Teton Sports day 2223,Teton Sports,7,day,1.03,40x26x18,30,12,3.6,153,737,9581,False,False,False,0.0,"[""car-camping""]",2,66.41,20.41,9.67,71.4
Patagonia indoor 2224,Patagonia,5,indoor,1.81,38x14x16,82,14,3.8,24,702,8424,False,False,False,0.0,"[""backpacking"", ""waterproof""]",5,174.28,72.41,6.6,203.89
Stansport night 2225,Stansport,6,night,0.74,49x17x24,16,8,2.9,4,13,234,True,False,False,0.0,"[""windproof""]",5,46.14,15.04,5.59,44.27
The North Face day 2226,The North Face,7,day,0.7,40x21x5,143,8,3.1,101,176,1760,False,True,False,0.0,"[""car-camping"", ""backpacking"", ""windproof""]",4,143.89,76.13,8.02,130.62
Teton Sports sport 2227,Teton Sports,4,sport,2.56,40x12x21,100,17,4.1,88,0,0,False,False,False,0.0,"[""windproof"", ""ultralight"", ""lightweight"", ""backpacking""]",3,140.19,44.47,15.07,136.07
Marmot day 2228,Marmot,7,day,0.53,36x14x14,17,26,4.3,131,24,432,False,False,False,0.0,"[""foldable"", ""eco-friendly""]",7,123.74,40.64,6.22,116.0
The North Face indoor 2229,The North Face,5,indoor,1.18,46x30x15,101,14,4.0,53,131,2227,False,False,False,0.0,"[""windproof"", ""family""]",2,204.22,76.3,6.96,182.88
Patagonia camp 2230,Patagonia,3,camp,0.92,11x35x26,43,23,4.1,30,996,16932,True,False,True,33.28,"[""UV-resistant""]",3,427.52,169.04,5.85,523.37
Quechua Tents 2231,Quechua,1,Tents,4.27,240x184x138,82,5,3.1,44,623,10591,True,False,True,34.0,"[""lightweight"", ""eco-friendly""]",5,491.64,157.56,14.31,502.68
Quechua outdoor 2232,Quechua,2,outdoor,1.33,24x17x15,131,18,4.1,28,29,435,False,False,True,12.4,"[""eco-friendly"", ""ultralight""]",5,156.11,57.44,10.15,170.36
The North Face camp 2233,The North Face,3,camp,0.96,28x12x5,65,11,2.7,67,16,208,False,False,False,0.0,"[""waterproof"", ""foldable"", ""hiking""]",2,0.0,207.91,10.49,436.07
Patagonia indoor 2234,Patagonia,5,indoor,0.8,14x14x26,62,30,4.1,12,292,5840,False,False,False,0.0,"[""family"", ""hiking"", ""foldable""]",1,199.97,69.05,9.6,198.84
Ozark Trail sport 2235,Ozark Trail,4,sport,1.42,29x31x11,116,15,3.2,62,100,1800,False,False,False,0.0,"[""UV-resistant""]",4,137.54,33.5,12.27,124.96
Wakeman night 2236,Wakeman,6,night,0.7,42x12x29,87,12,3.2,237,554,5540,False,False,False,0.0,"[""backpacking""]",5,0.0,15.82,8.98,53.13
Quechua nature 2237,Quechua,8,nature,1.5,13x34x16,189,26,4.6,8,203,2436,False,False,False,0.0,"[""compact"", ""family""]",6,181.49,65.52,9.73,208.54
Marmot indoor 2238,Marmot,5,indoor,1.36,31x17x30,33,5,4.3,14,1148,8036,True,False,False,0.0,"[""ultralight"", ""compact"", ""backpacking"", ""4-season""]",4,104.5,42.62,8.08,138.29
Quechua outdoor 2239,Quechua,2,outdoor,0.89,20x34x28,79,29,3.8,36,305,5185,False,False,False,0.0,"[""durable""]",4,168.25,64.8,3.66,162.3
Teton Sports outdoor 2240,Teton Sports,2,outdoor,1.09,49x15x17,120,9,3.4,11,168,1008,False,False,False,0.0,"[""4-season"", ""foldable""]",1,99.69,25.3,3.92,102.18
Wakeman night 2241,Wakeman,6,night,1.49,24x36x30,180,12,3.4,3,735,11760,False,False,False,0.0,"[""foldable"", ""backpacking"", ""car-camping""]",4,47.26,15.78,8.69,53.06
Black Diamond indoor 2242,Black Diamond,5,indoor,0.77,46x20x20,20,10,2.7,143,105,1680,False,False,False,0.0,"[""compact""]",4,178.07,76.12,9.36,173.65
Ozark Trail nature 2243,Ozark Trail,8,nature,1.21,38x34x14,143,15,3.0,28,135,945,False,False,False,0.0,"[""windproof""]",7,123.72,34.73,9.97,119.93
Wakeman camp 2244,Wakeman,3,camp,2.96,45x37x6,163,26,3.3,5,1362,23154,False,False,False,0.0,"[""waterproof"", ""eco-friendly"", ""durable""]",3,157.28,52.97,14.26,190.48
Osprey Tents 2245,Osprey,1,Tents,1.81,278x192x105,11,9,3.4,46,892,8028,False,False,False,0.0,"[""backpacking"", ""UV-resistant"", ""ultralight""]",5,484.1,159.69,9.24,498.94
Coleman indoor 2246,Coleman,5,indoor,0.25,41x39x10,60,24,2.5,22,227,4540,False,False,False,0.0,"[""eco-friendly"", ""hiking""]",2,98.18,41.36,6.72,114.89
Teton Sports day 2247,Teton Sports,7,day,1.31,31x23x16,32,9,4.5,5,64,832,False,True,False,0.0,"[""foldable"", ""durable"", ""ultralight"", ""solo""]",1,75.4,21.63,7.57,56.01
Patagonia sport 2248,Patagonia,4,sport,1.73,41x19x7,2,30,4.9,19,401,4411,False,True,False,0.0,"[""waterproof""]",7,411.5,161.09,7.48,376.29
Stansport day 2249,Stansport,7,day,0.66,27x25x8,9,6,4.2,19,593,6523,False,True,False,0.0,"[""hiking"", ""windproof"", ""foldable""]",7,58.23,19.22,4.44,52.69
Marmot Tents 2250,Marmot,1,Tents,7.26,284x215x160,164,24,2.7,228,219,4161,False,False,False,0.0,"[""car-camping""]",1,429.55,145.25,19.86,405.32
Wakeman outdoor 2251,Wakeman,2,outdoor,2.62,24x35x28,188,12,2.7,4,93,558,False,False,False,0.0,"[""UV-resistant""]",7,90.92,27.3,11.44,88.85
Stansport nature 2252,Stansport,8,nature,0.43,40x26x14,196,22,3.3,84,228,2964,False,False,False,0.0,"[""foldable"", ""windproof""]",7,117.04,38.02,7.91,117.49
MSR night 2253,MSR,6,night,0.4,39x37x6,137,5,3.0,94,201,1206,True,False,False,0.0,"[""waterproof"", ""eco-friendly""]",1,0.0,53.53,4.35,143.94
Marmot camp 2254,Marmot,3,camp,4.4,16x25x9,89,25,4.9,57,93,1767,False,False,True,20.8,"[""solo"", ""lightweight""]",4,259.62,102.24,20.42,267.76
